Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-DEC-2023|BBTN|EQUITY|14034444413|1250|1378090604|100562001|191041769|11412489|1921813297|583769031|34358241|35383999|2764700|4259196131|5642681|48628041|206471916|60073682|3474724|519326875|174124168|75704300|261033547|1354479934
29-DEC-2023|BBYB|EQUITY|12038815679|436|74271266|4910635229|9789404|4469000|2949986932|607657557|60795858|5756514|107205829|8730567589|0|1753945805|67123269|115450461|57467425|156552320|150935521|0|844526879|3146001680
29-DEC-2023|BCAP|EQUITY|42618850927|50|20852200|21957411620|0|0|5262381676|402422700|2065584906|0|19607900|29728261002|0|5300476346|0|163240000|7942900|6929100|2876429620|0|4535571959|12890589925
29-DEC-2023|BCIC|EQUITY|18109922009|120|0|104436|0|7192|275355228|205|1825140|0|39|277292240|0|3981865771|0|760494|132793|0|7044807|0|20857|3989824722
29-DEC-2023|BCIP|EQUITY|1429915525|60|18000000|652622434|44057000|0|626639291|72547510|200000|0|90|1414066325|0|7900000|0|4100|7445000|0|500100|0|0|15849200
29-DEC-2023|BDKR|EQUITY|4717374178|520|0|127364800|0|0|4321155378|0|0|0|0|4448520178|0|234357300|0|33850100|646600|0|0|0|0|268854000
29-DEC-2023|BDMN|EQUITY|9773552870|2780|9750941|172704712|8584710|5717|312767382|22149458|8742599|1409251|95500|536210270|1234561|3559719|16651870|9137316127|1071138|33669123|26204590|690261|13498883|9233896272
29-DEC-2023|BEBS|EQUITY|45000000000|50|0|19765364790|0|0|20734808810|0|1331|0|0|40500174931|20163000|803214200|60793800|2542419365|1961000|330167759|580704235|0|160401710|4499825069
29-DEC-2023|BEEF|EQUITY|7031371419|248|0|152296438|4500000|279095452|1614898305|400000|0|0|0|2051190195|0|4963608824|0|1373500|197200|0|10521700|0|0|4975701224
29-DEC-2023|BEER|EQUITY|4000000000|304|0|398447300|2814400|0|109714675|389027000|0|0|0|900003375|0|0|0|76900|75400|0|0|0|0|152300
29-DEC-2023|BEKS|EQUITY|51870438266|50|1513980|34355351025|1429400|41600|15491765913|337222476|235156254|410127|2555624|50425446399|0|3847179|0|868762907|34672510|0|18949839|0|55049|926287484
29-DEC-2023|BELI|EQUITY|120766180771|482|378500|18969819784|5187500|0|1982429593|306795100|59|3800000|0|21268410536|0|100|8816340|77923407|35207794|19851063|108000|0|200665131|342571835
29-DEC-2023|BELL|EQUITY|7250000000|79|0|6095082000|0|0|357412800|341782100|378554000|114500|0|7172945400|0|0|0|69919400|1139500|0|5995700|0|0|77054600
29-DEC-2023|BESS|EQUITY|3440455528|212|0|376641233|0|0|361280595|0|0|0|0|737921828|0|0|0|1395200|38500|1100000|0|0|0|2533700
29-DEC-2023|BEST|EQUITY|9647311150|137|161673900|4899696400|6943500|0|2852950911|244775500|132995742|2000|0|8299037953|1320096|967557100|37058341|65790703|14175900|86197749|32008990|48455600|88708718|1341273197
29-DEC-2023|BFIN|EQUITY|15967115620|1205|501395900|1289908080|129042300|176360|2209647888|554440271|2592243|7329800|129145180|4823678022|5541800|236440250|180457628|709792103|1131460|1691421927|238153418|352700|8063101672|11126392958
29-DEC-2023|BGTG|EQUITY|23970997103|77|0|3995164775|0|0|2495777425|0|500139|2764600|0|6494206939|0|6738643200|0|144957900|717023|23924100|1834064591|0|1249350|8743556164
29-DEC-2023|BHAT|EQUITY|5000000000|585|461756000|3506315200|0|0|3536600|390879800|132324000|0|0|4494811600|0|0|0|55014700|52400|120700|600|0|0|55188400
29-DEC-2023|BHIT|EQUITY|86068156705|50|24252800|7235365453|1080800|1000|20733643212|206794260|3537867281|2081|46800|31739053687|0|40054961944|0|1383573600|20634440|200742440|1944887079|20127820|10704165695|54329093018
29-DEC-2023|BIKA|EQUITY|592280000|51|0|0|0|0|592165600|0|0|0|0|592165600|0|700|0|100|13500|0|100|0|0|14400
29-DEC-2023|BIKE|EQUITY|1293385319|398|0|238201800|0|0|78046019|0|0|0|0|316247819|0|11600|0|3217700|808600|0|3099600|0|0|7137500
29-DEC-2023|BIMA|EQUITY|608175716|90|570000|24217500|0|0|41768480|0|19825200|0|0|86381180|0|0|0|100|90800|0|0|0|0|90900
29-DEC-2023|BINA|EQUITY|6134716665|4090|1884983485|2302562851|42037000|0|57593708|84075600|56023907|5|2039900|4429316456|0|8093800|0|4629442|88600|594138050|1036740050|0|363100|1644053042
